,Processed Title,Success,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean
The Truman Show,"Truman-Show,-The",1,41.9249305237978,-0.5485912912808295,3.4,-0.5151148949691117,-0.5281629413585271,-0.4386215721642325
The Bourne Identity,"Bourne-Identity,-The",1,34.22061610330087,-1.424090198611066,1.4,-1.3085355785526478,-0.32426005714621264,-0.6214444676304609
The Italian Job,"Italian-Job,-The",1,39.33711117452809,-0.4787462949632039,2.2,-0.21926311464982703,-0.4148835612405747,-0.7804208984706595
Antz,Antz,1,33.181939620625165,-1.633625187563943,2.4,-1.4968048933012836,-0.6187864454528892,-0.9791414370209078
The Family Man,"Family-Man,-The",1,58.8533549036242,0.5380669072422288,2.8,-0.08478503268651581,-0.5508188173821177,0.47549290516690956
The Horse Whisperer,"Horse-Whisperer,-The",1,38.86919773703225,0.7670935230744429,2.0,1.6230866082475366,-0.5961305694292987,0.14164240040249246
Coraline,Coraline,1,57.610689022792776,-1.373736829172778,1.8,-1.8733435227985549,-0.6640981975000702,-0.7327279692186
Hellboy,Hellboy,1,33.829678735339115,-0.9790313848661965,1.8,-0.8647579080737209,-0.5961305694292987,-0.7963185415546794
ParaNorman,ParaNorman,1,48.21676090735078,1.0302304859454974,3.0,0.2514101722217622,-0.6187864454528892,0.6662646221751479
The Boxtrolls,"Boxtrolls,-The",1,28.246802106847248,-1.287648810455705,2.0,-1.2547443457673233,-0.7320658255708418,-0.47836567987428213
Year One,Year-One,0,51.7613951182526,1.7205589379220292,2.6,1.3003392115355896,-0.36957180919339366,1.4293514902081013
Star Trek: Nemesis,Star-Trek-Nemesis,1,40.10036719706242,0.4259900526860389,4.6,0.34554482959608007,-0.7094099495472512,-0.3670821782861431
Invictus,Invictus,1,52.139144342263094,-0.9757827803863068,3.4,-0.878205716270052,-0.7094099495472512,-1.0188855447309575
Intolerable Cruelty,Intolerable-Cruelty,1,50.75825384241618,0.08326228005769021,2.8,-0.1923674982571648,-0.39222768521698415,0.8331898745573565
The Relic,"Relic,-The",0,21.992158126544204,0.3967526123670329,2.8,0.5741575689337092,-0.5961305694292987,-0.3432357136601133
Analyze That,Analyze-That,0,41.18499364704309,0.203460645813604,1.6,0.049693049276795395,1.2843071405287132,-0.6850350399665404
Priest,Priest,1,37.25091412622515,1.2511355905779875,3.2,1.1389655131796161,-0.5055070653349367,0.5072881913349493
Event Horizon,Event-Horizon,0,38.48364020171221,-0.38778536952629616,2.8,-0.6226973605397607,-0.2789483050990316,0.39600468974681025
The Black Dahlia,"Black-Dahlia,-The",0,36.86156344830535,1.5370127848082689,3.2,0.6413966099153647,0.21948096741995946,-0.09682224585780545
Deadpool,Deadpool,1,43.14358538657604,0.6225306237193574,2.2,-0.11168064907917806,0.514007355726636,-0.8360626492647291
American Sniper,American-Sniper,1,52.08680516979595,-0.6330550077579581,1.8,-0.6361451687360917,0.3554162235615025,-0.8678579354327688
Sex and the City,Sex-and-the-City,1,45.93271290479362,0.8889161910703014,2.0,1.2734435951429275,-0.21098067702826012,0.22113061582259178
Devil's Advocate,Devil's-Advocate,1,44.34081727000461,0.6371493438788604,2.0,0.34554482959608007,0.3554162235615025,-0.10477106739981538
Into the Woods,Into-the-Woods,1,44.03346543372963,-1.2519141611769196,0.6,-0.663040785128754,-0.7320658255708418,-0.22400339052996435
The Pacifier,"Pacifier,-The",1,61.32918920993055,-0.7906123250326018,2.0,-0.8378622916810586,-0.6867540735236607,-0.3988774644541828
Walking Tall,Walking-Tall,0,37.919149852803905,-1.602763445004992,1.8,-2.021269412958197,-0.6414423214764797,-0.7645232553866397
Forrest Gump,Forrest-Gump,1,75.33805366269166,-1.0699923103031042,4.8,-2.101956262136184,-0.46019531328775565,0.06215418498239316
Date Night,Date-Night,1,49.50036305798553,0.9798771165072092,2.6,0.6951878427006892,-0.36957180919339366,1.5326861702542303
Alien 3,Alien-3,1,41.143760562612435,-0.16525596265386122,2.4,0.33209702139974895,-0.3469159331698031,-0.7088815045925702
Ronin,Ronin,1,33.86433233319929,-0.4819948994430934,2.4,0.4262316787740668,0.17416921537277844,-0.32733807057609343
Burlesque,Burlesque,1,39.08705556676952,2.5635718004533703,2.2,2.6989112639540265,0.12885746332559744,2.041410748942866
The Ghost and the Darkness,"Ghost-and-the-Darkness,-The",0,35.208235844642026,-0.8604573213502273,3.2,-0.878205716270052,-0.6867540735236607,0.6424181575491181
Changeling,Changeling,1,46.13636363636363,-0.12464840665524173,3.8,0.5069185279520535,-0.6414423214764797,-0.5896491814624212
Semi-Pro,Semi-Pro,0,39.91049700295621,1.7432991692812558,2.4,1.4886085262842255,0.7405661159625411,0.2847211881586712
Elizabeth: The Golden Age,Elizabeth-The-Golden-Age,1,45.25286022218538,-0.4056526941656888,2.2,0.19761893943643774,-0.6867540735236607,-0.33528689211810336
All the King's Men,All-the-King's-Men,0,48.712899427504155,-0.09378666409629087,1.2,0.26485798041809333,-0.7094099495472512,1.0478080561916245
Thunderbirds,Thunderbirds,0,31.191611589837976,-0.09865957081612522,2.8,0.07658866566945764,-0.7094099495472512,1.6360208503003595
The Godfather: Part III,"Godfather-Part-III,-The",1,50.69860279441118,-0.38291246280646185,4.0,-1.45646146871229,-0.6187864454528892,-0.5181097875843318
Law Abiding Citizen,Law-Abiding-Citizen,1,44.22259152451243,0.3139131981298491,1.8,0.13037989845478212,0.6272867358445885,-0.4386215721642325
Anastasia,Anastasia,1,26.39771695420936,-1.5848961203655996,2.0,-1.4430136605159591,-0.7320658255708418,-0.7724720769286496
Beloved,Beloved,0,41.263823064770925,0.5461884184419527,1.4,1.6096388000512054,-0.6187864454528892,0.022410077272343506
Zero Dark Thirty,Zero-Dark-Thirty,1,38.5639733669246,0.5331940005223944,3.4,0.07658866566945764,0.19682509139636895,-0.0570781381477558
Casino,Casino,1,47.615996348506926,2.0048118299123656,1.2,1.0582786640016295,9.599013641186428,5.093758221074679
The Change-Up,"Change-Up,-The",1,46.195155245907976,2.6707757482897256,3.2,1.0851742803942916,3.0514654703687727,1.5883279210483
Man on the Moon,Man-on-the-Moon,0,56.81875093904942,0.18884192565410096,2.0,-0.1923674982571648,-0.23363655305185063,0.6344693360071082
The Adjustment Bureau,"Adjustment-Bureau,-The",1,48.689834603233614,1.4769136019303115,2.6,1.5423997590695497,-0.36957180919339366,0.3642094035787705
Shrek,Shrek,1,32.60957071484384,-0.06292492153734004,2.0,-0.08478503268651581,-0.5508188173821177,0.7537016591372572
Ted,Ted,1,35.989080218395635,0.7118672469163203,2.6,0.5472619525410469,1.9866392972600189,1.2624262378258928
Robin Hood: Prince of Thieves,Robin-Hood-Prince-of-Thieves,1,48.711767836458684,-0.11165398873568347,1.6,-0.04444160809752245,-0.7094099495472512,-0.16836163973589482
Jerry Maguire,Jerry-Maguire,1,48.024823168290396,0.33340482500918645,2.4,0.23796236402543108,0.06088983525482593,-0.4465703937062424
Super 8,Super-8,1,31.28628169874733,-0.8555844146303929,1.4,-0.5958017441470984,-0.23363655305185063,-0.3670821782861431
Erin Brockovich,Erin-Brockovich,1,58.08872326305581,0.5023322579634436,3.2,0.3052014050070867,1.2616512645051225,1.1988356654898134
Yes Man,Yes-Man,1,55.27137978638378,0.3399020339689656,2.4,0.15727551484744437,-0.30160418112262216,0.4119023328308301
"Crazy, Stupid, Love","Crazy,-Stupid,-Love",1,39.4760726806784,1.247886986098098,2.0,1.9861774295484769,-0.1656689249810791,1.4929420625441807
Moneyball,Moneyball,1,63.811718331087064,1.3193562846556683,2.4,0.7489790754860137,-0.0977012969103076,1.1829380224057935
V for Vendetta,V-for-Vendetta,1,28.957315654803445,-0.25296828361087936,2.4,0.48002291155939125,-0.5508188173821177,-0.1842592828199147
Syriana,Syriana,1,24.66685730626251,0.6663867841978665,5.0,0.3724404459887423,-0.43753943726416517,-0.27964514132403384
Absolute Power,Absolute-Power,1,31.37157314089005,-0.8945676683890678,2.6,-0.5958017441470984,-0.4828511893113462,-0.8837555785167887
The Game,"Game,-The",1,52.449247262773724,-0.26271409705054805,4.8,-0.9319969490553764,1.2389953884815321,-0.8519602923487489
G.I. Jane,G.I.-Jane,0,38.52407754846779,0.32365901156951776,3.4,0.3186492132034178,-0.30160418112262216,-0.5975980030044311
The Replacements,"Replacements,-The",1,42.622415161275256,-0.9465453400673008,2.6,-1.3085355785526478,-0.3469159331698031,0.4357487974568599
Ninja Assassin,Ninja-Assassin,1,36.591835926673795,-0.951418246787135,1.6,-0.7975188670920652,-0.12035717293389811,-0.7327279692186
Assassins,Assassins,1,49.272845669633156,-0.5810773360797251,2.0,-0.2865021556314826,1.5108659007646184,-0.8837555785167887
Defiance,Defiance,1,44.57552187994988,0.7427289894752711,2.8,1.327234827928252,-0.21098067702826012,1.2147333085738332
Basic,Basic,0,40.81628498727736,0.7492261984350502,3.0,0.9775918148236428,0.514007355726636,1.5406349917962403
Gamer,Gamer,0,22.886597938144327,-1.4825650792490783,2.8,-2.088508453939853,0.19682509139636895,-0.8360626492647291
The Life of David Gale,"Life-of-David-Gale,-The",0,28.05533721113032,0.21320645925327267,2.8,0.22451455582909996,0.24213684344354997,-0.5101609660423219
Eastern Promises,Eastern-Promises,1,29.51818281897912,-0.7516290712739271,1.8,0.1707233230437755,0.287448595490731,-0.2875939628660438
Fair Game,Fair-Game,0,46.6256739565033,0.2278251794127757,4.2,-0.1923674982571648,-0.36957180919339366,-0.48631450141629207
Drive Angry,Drive-Angry,0,31.708576444467397,0.5315696982824497,1.8,0.3186492132034178,0.8085337440333126,0.308567652784701
Death to Smoochy,Death-to-Smoochy,0,35.755022230498845,1.0042416501063811,2.6,0.6413966099153647,0.7405661159625411,-0.17631046127790476
Anna Karenina,Anna-Karenina,1,34.97759187331939,-0.3228132799285049,1.2,0.5741575689337092,-0.7320658255708418,-0.06502695968976574
Indiana Jones and the Last Crusade,Indiana-Jones-and-the-Last-Crusade,1,45.24094488188978,-0.16850456713375078,2.0,0.38588825418507344,-0.7094099495472512,-0.27964514132403384
Traffic,Traffic,1,33.527474432310626,-0.3601722314472349,3.2,0.13037989845478212,-0.052389544863126594,-0.7565744338446297
Panic Room,Panic-Room,1,32.28424915546699,0.38050958996758505,2.2,0.4934707197557224,0.468695603679455,0.3403629389527407
Three Kings,Three-Kings,1,40.21543446951512,-0.15226154473430298,2.0,-0.2596065392388204,0.69525436391536,-0.9155508646848284
Out of Sight,Out-of-Sight,1,40.681835191976646,0.7865851499537803,1.6,1.0448308558052983,1.6694570329297518,0.2290794373646017
Solaris,Solaris,0,33.48659240287592,-0.4153985076053575,3.0,0.9238005820383183,-0.4148835612405747,-0.7088815045925702
My Best Friend's Wedding,My-Best-Friend's-Wedding,1,53.20974473454334,0.9262751425890312,2.4,0.9641440066273116,-0.12035717293389811,-0.605546824546441
Star Trek: First Contact,Star-Trek-First-Contact,1,40.937135234283815,-0.8068553474320496,4.4,-1.0933706474113498,-0.7094099495472512,-0.72477914767659
Insomnia,Insomnia,1,44.91374182034503,-0.4625032725637561,2.0,-0.09823284088284694,-0.25629242907544114,-0.43067275062222254
Liar Liar,Liar-Liar,1,67.10424480562006,-0.2692113060103272,1.6,-0.6495929769324229,-0.43753943726416517,-0.35913335674413316
The Flintstones,"Flintstones,-The",1,41.1955293977766,0.0588977464585185,3.6,-0.3402933884168071,-0.6187864454528892,0.4595952620828897
Blade,Blade,1,24.35452923553371,-0.2269794477717629,3.0,0.03624524108046428,-0.4828511893113462,-0.40682628599619275
The Bounty Hunter,"Bounty-Hunter,-The",1,50.62564734204854,-0.300073048569278,2.0,-0.326845580220476,0.24213684344354997,-0.46246803679026227
Tin Cup,Tin-Cup,1,50.857476465007665,1.358339538414343,3.2,0.560709760737378,0.649942611868179,-0.5578538952943815
The Hitchhiker's Guide to the Galaxy,"Hitchhiker's-Guide-to-the-Galaxy,-The",1,31.040578989530676,0.203460645813604,4.4,0.6548444181116958,-0.6414423214764797,-0.8122161846386993
Cellular,Cellular,1,44.652149547674334,-0.9108106907885156,1.2,-0.9857881818407009,0.31010447151432147,-0.48631450141629207
Dune,Dune,0,45.320658722720566,-1.0569978923835457,2.8,-0.8244144834847275,-0.7320658255708418,-0.5022121445003119
Revolutionary Road,Revolutionary-Road,1,44.47269542616607,-0.7613748847135957,2.4,-0.6764885933250852,-0.25629242907544114,-0.45451921524825234
Frankenstein,Frankenstein,1,38.87733887733888,-0.5307239666414368,2.4,0.4262316787740668,-0.6414423214764797,-0.613495646088451
Deep Rising,Deep-Rising,0,39.68582262274093,-1.1771962581394595,2.4,-0.999235990037032,-0.1883248010046696,-0.8122161846386993
Argo,Argo,1,38.86549041927528,-0.33418339560811844,3.2,-0.6226973605397607,-0.36957180919339366,-0.5737515383784013
The Fugitive,"Fugitive,-The",1,37.74919614147909,-0.988777198305865,2.4,-1.321983386748979,-0.6414423214764797,-0.14451517510986503
The Mechanic,"Mechanic,-The",1,39.64819451662178,1.5808689452867781,2.2,1.0313830476089672,-0.3469159331698031,1.2067844870318232
Notting Hill,Notting-Hill,1,48.90724015767675,0.10600251141691712,2.6,-0.4478758539874561,-0.46019531328775565,-0.6214444676304609
Red Riding Hood,Red-Riding-Hood,1,32.916066614969914,1.1975336166598096,2.6,1.5827431836585433,-0.7094099495472512,1.2862727024519225
15 Minutes,15-Minutes,1,25.569115231166396,-0.2269794477717629,1.6,0.5203663361483847,0.10620158730200693,-0.6929838615085503
Lord of War,Lord-of-War,1,75.95182223073607,0.17909611221443228,2.6,-1.0395794146260253,0.33276034753791195,-0.5737515383784013
The Proposal,"Proposal,-The",1,44.25923721077907,1.8163927700787712,2.2,1.7037734574255232,-0.21098067702826012,1.9778201766067864
American Hustle,American-Hustle,1,33.39157476275968,0.8158225902727863,2.0,1.327234827928252,1.8733599171420665,-1.0268343662729673
The Social Network,"Social-Network,-The",1,36.55273976805547,2.1363803113478927,3.4,1.6096388000512054,0.038233959231235425,1.8665366750186474
He's Just Not That Into You,He's-Just-Not-That-Into-You,1,37.20178372352285,-0.27408421273016154,1.4,0.8700093492529938,-0.23363655305185063,-0.5737515383784013
Scream 3,Scream-3,1,27.774594722119236,-0.23347665673154205,2.6,0.26485798041809333,0.559319107773817,0.5788275852130387
The Talented Mr. Ripley,"Talented-Mr.-Ripley,-The",1,45.614242761429004,0.09463239573730367,2.4,0.7489790754860137,-0.5508188173821177,0.5152370128769592
The Last of the Mohicans,"Last-of-the-Mohicans,-The",1,36.71923107815053,0.4730948176444376,3.2,0.5876053771300402,-0.7320658255708418,0.14164240040249246
JFK,JFK,1,66.07004042288557,3.6437327900166494,4.6,1.5423997590695497,0.37807209958509297,7.414814111341579
17 Again,17-Again,1,47.5786218565844,-0.05155480585772658,1.6,-0.16547188186450254,-0.4148835612405747,0.4834417267089195
Unknown,Unknown,1,48.10175710959,1.4866594153699806,2.4,1.1389655131796161,-0.6187864454528892,1.0796033423596643
Gothika,Gothika,1,47.70367998292104,0.10275390693702756,3.2,0.6145009935227025,-0.1883248010046696,-0.605546824546441
The Lincoln Lawyer,"Lincoln-Lawyer,-The",1,62.53276839602511,1.4509247660911957,2.8,1.7575646902108477,-0.14301304895748862,2.0811548566529154
The Prestige,"Prestige,-The",1,33.638749817722264,0.4373601683656524,2.6,0.9775918148236428,-0.7094099495472512,-0.02528285197971608
Autumn in New York,Autumn-in-New-York,1,41.107591223747505,0.2635598286915609,2.0,0.3186492132034178,-0.46019531328775565,-0.5340074306683517
Paul,Paul,1,25.2198716425006,2.648035516930499,2.2,1.5423997590695497,-0.0977012969103076,2.5024423983794417
Colombiana,Colombiana,1,24.667644415006862,-1.0618707991033802,0.8,-0.11168064907917806,-0.3469159331698031,-0.7724720769286496
8MM,8MM,1,57.06134735045039,0.1417371606957023,3.2,0.2514101722217622,0.4007279756086835,-0.7009326830505602
The Doors,"Doors,-The",0,56.13172086942311,1.6490896393644587,3.8,0.5876053771300402,1.057748380292808,0.7537016591372572
Arthur,Arthur,1,49.759991272409906,2.05029229263082,2.6,1.1389655131796161,-0.007077792815945584,0.6424181575491181
The Other Boleyn Girl,"Other-Boleyn-Girl,-The",1,21.996540014096237,-0.12139980217535215,2.2,1.1255177049832852,-0.6414423214764797,-0.31144042749207357
Get Carter,Get-Carter,0,61.94900981473953,-1.7879339003586971,0.8,-2.1557474949215085,-0.43753943726416517,-0.19220810436192462
Amelia,Amelia,0,50.11073783750154,0.4194928437262598,2.6,0.3724404459887423,-0.6187864454528892,-0.43067275062222254
Cirque du Freak: The Vampire's Assistant,Cirque-du-Freak-The-Vampire's-Assistant,0,33.587786259541986,1.6507139416044034,2.0,1.5961909918548742,-0.5281629413585271,2.4309030045013524
New York Minute,New-York-Minute,0,42.24050411342552,-0.7077729107954179,1.8,-1.106818455607681,-0.6187864454528892,-0.5975980030044311
Pandorum,Pandorum,0,45.36638202473614,3.041116658997136,3.4,1.9189383885668212,-0.052389544863126594,1.0319104131076047
The Hudsucker Proxy,"Hudsucker-Proxy,-The",0,43.00378044695411,0.5900445789204618,4.0,-0.12512845727550917,-0.30160418112262216,0.2052329727385719
Frankenweenie,Frankenweenie,1,38.26241878012996,-2.2524843409829045,1.2,-2.9760637948977067,-0.7320658255708418,-0.4147751075382027
Serenity,Serenity,1,45.40543339431807,1.9252210201550717,3.4,1.4213694853025698,-0.5281629413585271,1.7949972811405581
The Ugly Truth,"Ugly-Truth,-The",1,40.41514534121397,0.5104537691631675,2.2,-0.15202407366817142,0.423383851632274,-0.4386215721642325
Star Trek: Generations,Star-Trek-Generations,1,34.302157231793835,-0.4754976904833143,3.8,-0.08478503268651581,-0.7094099495472512,-0.6214444676304609
Water for Elephants,Water-for-Elephants,1,34.92962014158609,2.2354627479845246,3.2,1.7037734574255232,-0.4828511893113462,3.249631623328375
Enough,Enough,1,38.68647172450543,0.8872918888303566,2.0,1.340682636124583,-0.43753943726416517,0.3801070466627904
Rush,Rush,1,39.314160029326494,-0.418647112085247,2.4,0.19761893943643774,-0.2789483050990316,-0.8678579354327688
Angel Eyes,Angel-Eyes,0,55.65790798348938,-0.7256402354348106,1.4,-0.6092495523434296,-0.46019531328775565,-0.45451921524825234
The Thing,"Thing,-The",0,44.58392966673482,-0.8978162728689573,1.6,-0.6899364015214162,-0.07504542088671709,-0.3670821782861431
White Squall,White-Squall,0,43.86047331023549,-0.04018469017811312,3.0,-0.004098183508529088,-0.4148835612405747,-0.2955427844080537
The Master,"Master,-The",1,29.625952303667933,0.8775460753906881,2.2,0.6010531853263713,-0.32426005714621264,-0.009385208895696218
Twilight,Twilight,1,42.44552623542726,1.4817865086501465,2.6,0.9641440066273116,-0.5734746934057082,0.8252410530153466
Burn After Reading,Burn-After-Reading,1,26.51110228765157,-0.4089012986455784,2.2,-0.11168064907917806,0.9671248761984461,-0.1842592828199147
Magnolia,Magnolia,1,25.473623497049562,0.1336156494959784,2.8,0.6413966099153647,1.6921129089533424,-0.4386215721642325
Hot Tub Time Machine,Hot-Tub-Time-Machine,1,38.19754041822984,1.9057293932757342,2.2,1.999625237744808,1.3749306446230751,1.4293514902081013
Breakdown,Breakdown,1,41.08634529970253,-0.9968987095055888,1.4,-1.4699092769086213,0.21948096741995946,0.19728415119656198
Reindeer Games,Reindeer-Games,0,40.703149523909175,0.2879243622907326,2.0,0.4262316787740668,0.69525436391536,0.24497708044862157
Gattaca,Gattaca,0,27.653949587492594,-0.9400481311075216,2.8,-0.35374119661313824,-0.6640981975000702,-0.7883697200126695
It,It,1,33.60890757908822,-1.0066445229452576,1.4,-0.6092495523434296,-0.14301304895748862,-0.40682628599619275
The Hangover,"Hangover,-The",1,41.037381774508326,0.14336146293564708,2.0,0.21106674763276886,-0.1883248010046696,0.9126780899774558
The Blind Side,"Blind-Side,-The",1,48.8588389087714,0.6972485267568173,2.8,0.8162181164676693,-0.5508188173821177,1.3975562040400615
Batman,Batman,1,25.72897388443348,-0.7824908138328779,1.8,0.03624524108046428,-0.5055070653349367,-0.35913335674413316
Rush Hour,Rush-Hour,1,47.96466376089664,-0.3358076978480632,4.0,-1.0933706474113498,0.468695603679455,-0.8678579354327688
Horrible Bosses,Horrible-Bosses,1,28.561471982157787,1.6425924304046795,2.0,1.7575646902108477,1.4655541487174373,1.7075602441784488
Saving Mr. Banks,Saving-Mr.-Banks,1,42.113352027610006,0.19046622789404571,2.2,-0.05788941629385357,-0.5508188173821177,0.18933532965455205
Star Trek: The Motion Picture,Star-Trek-The-Motion-Picture,1,44.61421064497667,1.2641300084975458,6.4,0.8431137328603315,-0.7094099495472512,2.1526942505310047
This is 40,This-is-40,1,36.0096923898312,0.4211171459662046,1.2,0.8700093492529938,0.8765013721040841,-0.3909286429121729
L.A. Confidential,L.A.-Confidential,1,30.787093620141768,0.5510613251617871,2.4,0.681740034504358,0.33276034753791195,0.2290794373646017
The Cell,"Cell,-The",1,25.24283583894241,-0.6233091943182894,3.0,-0.17891969006083366,-0.4148835612405747,-0.613495646088451
TMNT,TMNT,1,25.91375304584348,-0.9855285938259756,2.2,-0.7840710588957341,-0.6640981975000702,-0.8042673630966893
Malcolm X,Malcolm-X,1,62.97262583286506,0.6436465528386395,3.8,0.3724404459887423,-0.23363655305185063,-0.46246803679026227
Donnie Brasco,Donnie-Brasco,1,35.23958799820869,0.6436465528386395,2.0,0.9372483902346493,3.685829999029307,0.31651647432671093
Max Payne,Max-Payne,1,24.840883564208163,-1.515051124047974,3.2,-1.8195522900132304,-0.6414423214764797,-0.494263322958302
The Ladykillers,"Ladykillers,-The",1,62.68280720527912,0.6062876013199096,4.0,-1.1471618801966743,1.0804042563163987,-0.6452909322564907
The Back-up Plan,"Back-up-Plan,-The",1,47.7351070544254,-0.2594654925706585,1.6,0.21106674763276886,0.21948096741995946,-0.5101609660423219
The Pianist,"Pianist,-The",1,37.18683138932985,-1.722961810760906,2.0,-2.021269412958197,-0.5734746934057082,-0.8678579354327688
Mirrors,Mirrors,1,40.15627977892129,-0.966036966946638,3.0,-0.1385762654718403,-0.4828511893113462,-0.02528285197971608
Queen of the Damned,Queen-of-the-Damned,0,30.77689243027889,-0.6314307055180133,2.4,0.022797432884133155,-0.7320658255708418,-0.03323167352172601
Flash Gordon,Flash-Gordon,0,26.525557306912866,-1.084611030462607,2.2,-0.8916535244663831,-0.6640981975000702,-0.14451517510986503
Heist,Heist,0,32.96837273792164,-0.01582015657894141,1.4,0.38588825418507344,-0.1656689249810791,-0.9950390801049276
